hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
,,,,,,,,,77.0,0.0,28.0,28.0,mobile,51,0.38,0.03,8,0,0.8,9,52,0.46,0.91,0.76,0.87
,,,,,,,,,5715.0,2.0,2145.0,2186.0,mobile,30,0.11,0.08,16,8,0.38,17,178,0.82,0.69,0.0,0.67
,,,,,,,,,3950.0,30.0,253.0,1548.0,mobile,29,0.27,0.07,10,7,0.71,8,57,0.83,0.79,0.76,0.36
,,,,,,,,,1682.0,102.0,230.0,603.0,web,28,0.41,0.13,20,1,0.94,17,65,0.49,0.93,0.89,0.45
,,,,,,,,,76.0,0.0,0.0,44.0,web,33,0.24,0.02,15,1,0.6,10,120,0.69,0.77,0.32,0.89
,,,,,,,,,313.0,0.0,54.0,121.0,web,32,0.33,0.04,4,4,0.79,16,41,0.83,0.09,0.33,0.64
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,76,0.18,0.11,15,3,0.98,13,63,0.61,0.23,0.0,0.39
,,,,,,,,,35.0,0.0,4.0,21.0,mobile,44,0.4,0.01,4,1,0.75,19,176,0.73,0.5,0.43,0.6
,,,,,,,,,21.0,0.0,0.0,12.0,web,21,0.12,0.05,11,7,0.28,19,70,0.78,0.01,0.61,0.64
,,,,,,,,,104.0,2.0,16.0,42.0,mobile,54,0.44,0.06,6,7,0.4,21,119,0.82,0.62,0.12,0.48
,,,,,,,,,38.0,22.0,4.0,4.0,web,26,0.18,0.09,4,3,0.68,9,120,0.61,0.66,0.66,0.87
,,,,,,,,,23.0,0.0,4.0,13.0,mobile,40,0.45,0.02,9,3,0.42,9,109,0.87,0.7,0.37,0.81
,,,,,,,,,11183.0,210.0,2043.0,3290.0,web,37,0.24,0.13,9,8,0.97,9,156,0.68,0.56,0.67,0.52
,,,,,,,,,2393.0,69.0,440.0,680.0,web,22,0.39,0.07,3,3,0.52,18,78,0.39,0.45,0.25,0.96
,,,,,,,,,2132.0,38.0,486.0,796.0,mobile,61,0.23,0.14,23,9,0.57,6,159,0.67,0.86,0.77,0.95
,,,,,,,,,31.0,0.0,4.0,17.0,mobile,73,0.46,0.07,5,8,0.76,13,172,0.48,0.77,0.55,0.97
,,,,,,,,,2569.0,143.0,1109.0,464.0,mobile,58,0.15,0.04,15,2,0.62,18,147,0.52,0.61,0.53,0.22
,,,,,,,,,372.0,0.0,75.0,99.0,mobile,60,0.17,0.02,9,1,0.51,19,152,0.79,0.05,0.49,0.1
,,,,,,,,,4132.0,143.0,538.0,1259.0,mobile,68,0.3,0.0,2,7,0.26,8,11,0.88,0.69,0.84,0.62
,,,,,,,,,815.0,0.0,173.0,317.0,web,30,0.13,0.08,3,2,0.68,10,159,0.82,0.56,0.55,0.73
,,,,,,,,,23.0,0.0,2.0,14.0,mobile,58,0.18,0.02,21,1,0.89,18,121,0.5,0.69,0.16,0.31
,,,,,,,,,269.0,2.0,17.0,101.0,mobile,43,0.48,0.06,12,7,0.75,9,108,0.57,0.31,0.63,0.54
,,,,,,,,,32.0,0.0,2.0,20.0,web,79,0.49,0.09,16,7,0.51,15,112,0.89,0.78,0.51,0.65
,,,,,,,,,3556.0,30.0,893.0,600.0,mobile,65,0.25,0.04,5,4,0.3,18,21,0.85,0.42,0.07,0.46
,,,,,,,,,19.0,0.0,0.0,13.0,web,38,0.47,0.03,10,8,0.85,11,134,0.89,0.89,0.58,0.54
,,,,,,,,,3066.0,174.0,1741.0,403.0,mobile,23,0.32,0.12,15,5,0.95,18,54,0.56,0.1,0.08,0.08
,,,,,,,,,10486.0,0.0,4793.0,2397.0,mobile,45,0.21,0.14,14,4,0.51,17,157,0.78,0.48,0.72,0.99
,,,,,,,,,6131.0,2.0,1782.0,2653.0,web,57,0.38,0.02,14,2,0.78,22,16,0.82,0.21,0.65,0.38
,,,,,,,,,625.0,135.0,190.0,111.0,web,61,0.36,0.02,23,6,0.53,6,161,0.33,0.45,0.49,0.21
,,,,,,,,,29.0,0.0,10.0,13.0,web,51,0.5,0.14,13,8,0.6,13,76,0.46,0.35,0.75,0.48
,,,,,,,,,385.0,82.0,54.0,95.0,web,58,0.21,0.01,16,3,0.87,15,79,0.83,0.8,0.28,0.32
,,,,,,,,,3881.0,0.0,274.0,1332.0,mobile,64,0.37,0.15,8,6,0.27,24,106,0.53,0.17,0.45,0.39
,,,,,,,,,1016.0,24.0,6.0,378.0,mobile,65,0.12,0.0,8,2,0.62,15,62,0.47,0.6,0.02,0.56
,,,,,,,,,6249.0,14.0,1854.0,1997.0,mobile,55,0.15,0.13,17,1,0.37,10,171,0.46,0.41,0.99,0.28
,,,,,,,,,21.0,0.0,2.0,13.0,mobile,59,0.1,0.05,17,0,0.47,5,170,0.53,0.52,0.06,0.67
,,,,,,,,,2158.0,48.0,318.0,826.0,mobile,56,0.5,0.14,3,5,0.72,9,102,0.45,0.71,0.1,0.43
,,,,,,,,,839.0,18.0,368.0,159.0,mobile,52,0.42,0.05,1,4,0.22,18,160,0.3,0.36,0.49,0.08
,,,,,,,,,108.0,0.0,0.0,41.0,web,55,0.41,0.1,17,1,0.68,20,67,0.4,0.37,0.38,0.89
,,,,,,,,,6168.0,608.0,1371.0,1727.0,web,22,0.3,0.01,24,2,0.43,13,78,0.83,0.08,0.53,0.48
,,,,,,,,,13094.0,442.0,5160.0,3331.0,web,28,0.22,0.04,16,8,0.74,23,177,0.35,0.55,0.84,0.92
,,,,,,,,,4116.0,175.0,666.0,1564.0,web,27,0.16,0.12,17,2,0.31,24,56,0.55,0.42,0.16,0.38
,,,,,,,,,2622.0,4.0,308.0,1015.0,web,52,0.21,0.08,2,6,0.79,12,52,0.57,0.81,0.64,0.54
,,,,,,,,,5581.0,161.0,1588.0,1531.0,web,78,0.25,0.14,14,0,0.72,12,179,0.77,0.44,0.02,0.87
,,,,,,,,,1734.0,8.0,114.0,673.0,web,25,0.4,0.06,7,6,0.98,20,71,0.45,0.97,0.79,0.46
,,,,,,,,,58020.0,273.0,21981.0,16248.0,web,60,0.32,0.13,19,8,0.93,22,64,0.49,0.17,0.82,0.63
,,,,,,,,,22.0,0.0,0.0,16.0,web,58,0.13,0.07,1,7,0.43,12,116,0.31,0.27,0.38,0.25
,,,,,,,,,30.0,0.0,0.0,20.0,mobile,23,0.11,0.15,17,6,0.22,13,58,0.84,0.39,0.17,0.24
,,,,,,,,,21830.0,797.0,3542.0,6249.0,mobile,32,0.14,0.14,10,9,0.72,9,115,0.71,0.17,0.81,0.54
,,,,,,,,,5495.0,177.0,1710.0,1563.0,web,68,0.26,0.05,6,7,0.68,6,87,0.46,0.97,0.91,0.61
,,,,,,,,,24.0,0.0,2.0,14.0,mobile,79,0.47,0.13,7,3,0.22,18,128,0.83,0.64,0.08,0.66
,,,,,,,,,3714.0,14.0,312.0,1307.0,web,21,0.35,0.13,6,1,0.3,22,170,0.35,0.01,0.58,0.77
,,,,,,,,,1015.0,2.0,284.0,360.0,web,79,0.42,0.03,5,8,0.67,17,37,0.52,0.58,0.94,0.92
,,,,,,,,,38.0,0.0,2.0,26.0,web,24,0.29,0.09,2,2,0.93,16,66,0.64,0.78,0.64,0.24
,,,,,,,,,3546.0,92.0,1583.0,535.0,mobile,63,0.24,0.01,18,3,0.93,19,178,0.6,0.05,0.82,0.62
,,,,,,,,,22.0,0.0,2.0,14.0,mobile,46,0.14,0.13,24,6,0.32,19,129,0.69,0.58,0.23,0.44
,,,,,,,,,165.0,0.0,26.0,67.0,mobile,51,0.45,0.03,17,1,0.51,5,129,0.48,0.37,0.1,0.09
,,,,,,,,,40321.0,1361.0,4651.0,12669.0,web,40,0.41,0.01,24,7,0.23,11,13,0.75,0.58,0.38,0.45
,,,,,,,,,2856.0,404.0,1916.0,146.0,mobile,27,0.17,0.06,23,9,0.58,17,29,0.54,0.25,0.4,0.79
,,,,,,,,,3245.0,21.0,243.0,1197.0,mobile,57,0.3,0.09,7,7,0.8,22,126,0.38,0.67,0.79,0.08
,,,,,,,,,291.0,0.0,2.0,191.0,web,27,0.29,0.13,21,4,0.83,5,98,0.74,0.67,0.41,0.61
,,,,,,,,,27.0,0.0,4.0,13.0,mobile,69,0.35,0.15,19,8,0.6,15,172,0.85,0.54,0.24,0.41
,,,,,,,,,11774.0,572.0,1164.0,4484.0,web,22,0.48,0.07,7,7,0.28,17,62,0.52,0.92,0.89,0.65
,,,,,,,,,6097.0,4.0,492.0,2312.0,mobile,73,0.33,0.01,23,0,0.51,24,48,0.65,0.91,0.78,0.82
,,,,,,,,,2044.0,47.0,138.0,648.0,web,63,0.32,0.11,7,8,0.95,13,62,0.71,0.05,0.67,0.54
,,,,,,,,,30.0,0.0,0.0,20.0,web,77,0.12,0.08,16,4,0.38,20,130,0.8,0.29,0.21,0.3
,,,,,,,,,48.0,0.0,0.0,25.0,web,22,0.13,0.07,12,8,0.46,15,95,0.42,0.36,0.2,0.09
,,,,,,,,,1296.0,68.0,235.0,387.0,mobile,41,0.17,0.05,15,8,0.8,7,108,0.64,0.06,0.49,0.29
,,,,,,,,,1047.0,0.0,252.0,374.0,web,25,0.11,0.08,15,9,0.79,21,127,0.74,0.52,0.53,0.36
,,,,,,,,,528.0,22.0,218.0,140.0,web,21,0.4,0.05,11,9,0.93,6,101,0.42,0.02,0.26,0.64
,,,,,,,,,281.0,0.0,32.0,144.0,web,42,0.39,0.11,2,2,0.51,13,147,0.58,0.68,0.12,0.39
,,,,,,,,,35.0,0.0,4.0,21.0,web,63,0.15,0.08,3,7,0.61,13,122,0.58,0.0,0.36,0.4
,,,,,,,,,1408.0,8.0,366.0,411.0,mobile,21,0.43,0.13,19,6,0.57,20,92,0.8,0.03,0.43,0.29
,,,,,,,,,264.0,24.0,38.0,67.0,mobile,57,0.16,0.08,20,6,0.94,5,74,0.77,0.83,0.05,0.36
,,,,,,,,,23.0,0.0,2.0,14.0,mobile,36,0.22,0.04,15,9,0.82,21,10,0.44,0.25,0.56,0.27
,,,,,,,,,34.0,0.0,4.0,20.0,web,54,0.2,0.13,16,1,0.87,14,163,0.44,0.08,0.0,0.73
,,,,,,,,,423.0,2.0,151.0,101.0,mobile,53,0.25,0.08,1,1,0.31,24,139,0.73,0.4,0.15,0.98
,,,,,,,,,165.0,119.0,2.0,4.0,web,42,0.2,0.03,15,1,0.83,9,37,0.74,0.05,0.15,0.73
,,,,,,,,,3038.0,0.0,1292.0,620.0,mobile,49,0.3,0.09,12,1,0.55,12,93,0.41,0.75,0.69,0.07
,,,,,,,,,203.0,2.0,14.0,75.0,mobile,71,0.26,0.05,7,3,0.22,17,164,0.55,0.49,0.49,0.63
,,,,,,,,,6054.0,146.0,2488.0,1477.0,mobile,27,0.49,0.13,7,6,0.25,9,37,0.8,0.55,0.84,0.7
,,,,,,,,,6.0,0.0,0.0,4.0,web,41,0.12,0.07,11,1,0.74,8,133,0.35,0.75,0.26,0.78
,,,,,,,,,353.0,0.0,99.0,106.0,mobile,63,0.16,0.11,20,4,0.5,12,40,0.52,0.78,0.21,0.76
,,,,,,,,,128.0,0.0,14.0,51.0,mobile,77,0.12,0.01,11,6,0.89,11,144,0.69,0.14,0.8,0.51
,,,,,,,,,3831.0,76.0,1372.0,1008.0,mobile,55,0.35,0.06,17,8,0.79,9,81,0.76,0.28,0.44,0.26
,,,,,,,,,2475.0,461.0,280.0,595.0,mobile,24,0.12,0.15,3,7,0.22,14,57,0.69,0.18,0.27,0.12
,,,,,,,,,824.0,13.0,194.0,279.0,web,32,0.43,0.12,16,8,0.75,21,35,0.54,0.05,0.42,0.01
,,,,,,,,,3598.0,0.0,282.0,1348.0,mobile,48,0.3,0.02,5,6,0.35,10,98,0.9,0.54,0.43,0.0
,,,,,,,,,763.0,0.0,247.0,235.0,mobile,50,0.31,0.04,2,2,0.54,14,144,0.32,0.25,0.57,0.94
,,,,,,,,,23.0,0.0,4.0,13.0,web,66,0.32,0.05,23,0,0.7,20,114,0.6,0.15,0.04,0.61
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,76,0.17,0.1,7,9,0.9,14,66,0.61,0.51,0.25,0.57
,,,,,,,,,27069.0,71.0,7034.0,8693.0,web,74,0.18,0.11,10,6,0.56,8,124,0.44,0.63,0.47,0.38
,,,,,,,,,1290.0,0.0,124.0,491.0,mobile,35,0.23,0.11,5,5,0.85,6,129,0.64,0.77,0.54,0.8
,,,,,,,,,732.0,6.0,54.0,242.0,mobile,61,0.34,0.08,15,1,0.83,5,10,0.43,0.02,0.16,0.22
,,,,,,,,,3648.0,51.0,455.0,1243.0,mobile,49,0.18,0.12,12,0,0.53,7,91,0.57,0.53,0.19,0.74
,,,,,,,,,7391.0,1607.0,1701.0,1551.0,web,76,0.15,0.07,10,9,0.6,17,38,0.56,0.27,0.73,0.36
,,,,,,,,,24.0,0.0,0.0,16.0,mobile,74,0.49,0.02,22,3,0.76,16,159,0.76,0.99,0.79,0.71
,,,,,,,,,476.0,20.0,47.0,153.0,mobile,35,0.11,0.08,17,3,0.22,5,177,0.87,0.16,0.08,0.71
,,,,,,,,,672.0,0.0,260.0,165.0,mobile,31,0.42,0.14,20,5,0.91,14,23,0.42,0.44,0.99,0.32
,,,,,,,,,2742.0,137.0,633.0,777.0,mobile,36,0.42,0.12,20,4,0.82,10,139,0.89,0.97,0.43,0.93
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,35,0.22,0.09,11,8,0.4,13,172,0.86,0.21,0.59,0.51
,,,,,,,,,1503.0,2.0,0.0,891.0,web,31,0.15,0.1,8,7,0.98,5,80,0.37,0.81,0.59,0.26
,,,,,,,,,24.0,0.0,6.0,11.0,web,27,0.16,0.14,15,8,0.34,16,134,0.85,0.24,0.35,0.67
,,,,,,,,,397.0,2.0,92.0,161.0,mobile,39,0.38,0.06,2,9,0.93,9,88,0.64,0.08,0.54,0.75
,,,,,,,,,4540.0,139.0,173.0,2089.0,mobile,22,0.36,0.05,17,6,0.46,5,116,0.83,0.04,0.58,0.95
,,,,,,,,,460.0,2.0,170.0,116.0,mobile,35,0.41,0.15,23,8,0.81,6,107,0.87,0.95,0.76,0.07
,,,,,,,,,1107.0,0.0,272.0,370.0,mobile,49,0.47,0.13,6,2,0.57,18,159,0.82,0.21,0.66,0.54
,,,,,,,,,24712.0,161.0,4521.0,9211.0,web,64,0.38,0.05,21,8,0.79,6,27,0.54,0.29,0.45,0.49
,,,,,,,,,85.0,0.0,2.0,43.0,mobile,42,0.16,0.07,13,1,0.32,9,55,0.68,0.97,0.19,0.31
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,47,0.2,0.06,8,8,0.42,14,91,0.58,0.66,0.03,0.77
,,,,,,,,,748.0,32.0,58.0,230.0,mobile,70,0.44,0.02,11,5,0.28,24,132,0.52,0.49,0.65,0.19
,,,,,,,,,3.0,0.0,0.0,2.0,web,59,0.18,0.14,15,3,0.89,10,107,0.45,0.44,0.48,0.33
,,,,,,,,,1643.0,0.0,1089.0,141.0,web,73,0.13,0.06,13,1,0.44,9,173,0.56,0.05,0.97,0.77
,,,,,,,,,26.0,0.0,6.0,13.0,mobile,24,0.38,0.13,18,9,0.76,6,55,0.78,0.84,0.1,0.48
,,,,,,,,,12150.0,305.0,5067.0,2497.0,mobile,39,0.26,0.03,18,2,0.86,13,112,0.81,0.76,0.07,0.14
,,,,,,,,,1126.0,4.0,526.0,255.0,mobile,59,0.47,0.08,17,4,0.92,14,46,0.87,0.09,0.18,0.89
,,,,,,,,,18.0,0.0,3.0,7.0,web,75,0.36,0.0,22,8,0.29,12,27,0.47,0.35,0.38,0.73
,,,,,,,,,478.0,14.0,178.0,116.0,mobile,63,0.14,0.11,13,6,0.91,10,113,0.69,0.89,0.18,0.56
,,,,,,,,,34.0,0.0,16.0,12.0,web,20,0.48,0.09,3,2,0.36,9,166,0.72,0.24,0.46,0.61
,,,,,,,,,71.0,0.0,18.0,28.0,mobile,76,0.2,0.09,21,3,0.79,22,155,0.41,0.61,0.34,0.63
,,,,,,,,,4043.0,360.0,608.0,1298.0,mobile,49,0.23,0.01,24,1,0.78,24,152,0.52,0.49,1.0,0.5
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,40,0.26,0.03,7,7,0.21,22,131,0.51,0.82,0.97,0.74
,,,,,,,,,8042.0,476.0,1053.0,2615.0,web,39,0.12,0.01,12,5,0.38,6,103,0.89,0.04,0.36,0.72
,,,,,,,,,12.0,0.0,0.0,9.0,mobile,25,0.3,0.04,4,2,0.59,16,109,0.88,0.82,0.79,0.0
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,41,0.15,0.09,24,4,0.54,12,37,0.79,0.14,0.24,0.11
,,,,,,,,,27.0,0.0,4.0,16.0,web,37,0.26,0.08,11,4,0.93,8,24,0.58,0.02,0.06,0.03
,,,,,,,,,304.0,0.0,81.0,95.0,mobile,27,0.24,0.09,14,0,0.49,24,137,0.46,0.6,0.04,0.17
,,,,,,,,,80.0,0.0,6.0,39.0,mobile,58,0.41,0.08,18,4,0.95,8,52,0.85,0.26,0.03,0.07
,,,,,,,,,6299.0,261.0,4166.0,684.0,mobile,51,0.42,0.04,7,5,0.57,13,42,0.46,0.71,0.74,0.19
,,,,,,,,,6960.0,608.0,1893.0,1760.0,mobile,52,0.16,0.04,5,9,0.97,13,139,0.61,0.47,0.34,0.54
,,,,,,,,,1851.0,18.0,2.0,732.0,mobile,72,0.25,0.02,16,9,0.79,16,17,0.45,0.61,0.82,0.67
,,,,,,,,,61.0,0.0,2.0,38.0,mobile,35,0.25,0.13,11,1,0.86,18,121,0.88,0.69,0.87,0.92
,,,,,,,,,47.0,0.0,16.0,18.0,mobile,31,0.16,0.09,22,2,0.28,7,42,0.33,0.93,0.31,0.74
,,,,,,,,,31.0,0.0,6.0,16.0,mobile,57,0.42,0.03,3,9,0.67,10,172,0.4,0.82,0.29,0.03
,,,,,,,,,447.0,0.0,52.0,159.0,web,71,0.38,0.03,16,4,0.31,19,155,0.76,0.5,0.31,0.47
,,,,,,,,,6097.0,212.0,635.0,2481.0,web,53,0.18,0.13,11,2,0.44,23,99,0.39,0.44,0.48,0.68
,,,,,,,,,40.0,0.0,0.0,21.0,web,33,0.25,0.11,10,4,0.7,8,158,0.89,0.65,0.02,0.32
,,,,,,,,,28.0,0.0,4.0,16.0,mobile,55,0.14,0.1,23,4,0.78,5,165,0.49,0.73,0.01,0.37
,,,,,,,,,24.0,0.0,6.0,12.0,web,52,0.35,0.06,23,7,0.23,13,125,0.85,0.17,0.74,0.8
,,,,,,,,,23531.0,381.0,10641.0,3545.0,mobile,42,0.15,0.04,2,9,0.62,20,29,0.7,0.03,0.81,0.05
,,,,,,,,,972.0,30.0,191.0,287.0,mobile,69,0.49,0.15,16,8,0.65,13,132,0.68,0.45,0.2,0.54
,,,,,,,,,7408.0,68.0,1264.0,2416.0,mobile,64,0.41,0.12,17,7,0.26,16,141,0.85,0.1,0.59,0.8
,,,,,,,,,9456.0,804.0,1118.0,2959.0,mobile,21,0.26,0.05,10,2,0.6,18,45,0.61,0.27,0.22,0.8
,,,,,,,,,11327.0,179.0,1598.0,3948.0,mobile,60,0.33,0.13,18,0,0.77,19,107,0.54,0.58,0.73,0.12
,,,,,,,,,6.0,0.0,0.0,4.0,mobile,40,0.46,0.11,12,2,0.24,20,86,0.43,0.15,0.42,0.84
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,21,0.32,0.04,8,0,0.81,12,135,0.39,0.03,0.82,0.08
,,,,,,,,,45.0,40.0,0.0,0.0,web,46,0.17,0.06,3,8,0.66,14,48,0.78,0.55,0.95,0.92
,,,,,,,,,46.0,14.0,4.0,14.0,mobile,76,0.25,0.03,20,2,0.87,18,80,0.38,0.47,0.56,0.22
,,,,,,,,,131.0,46.0,6.0,35.0,web,28,0.44,0.02,24,7,0.37,21,115,0.54,0.31,0.9,0.12
,,,,,,,,,1294.0,52.0,190.0,554.0,web,20,0.36,0.11,3,5,0.87,7,149,0.55,0.47,0.03,0.07
,,,,,,,,,27.0,0.0,0.0,18.0,mobile,30,0.36,0.04,6,2,0.28,8,64,0.7,0.68,0.46,0.34
,,,,,,,,,449.0,0.0,179.0,130.0,mobile,22,0.45,0.12,2,8,0.52,20,127,0.47,0.11,0.5,0.35
,,,,,,,,,8895.0,174.0,2045.0,2756.0,mobile,71,0.46,0.15,3,7,0.36,18,103,0.8,0.26,0.42,0.53
,,,,,,,,,5485.0,55.0,1990.0,1295.0,mobile,42,0.47,0.01,17,2,0.9,18,107,0.42,0.79,0.31,0.73
,,,,,,,,,15617.0,538.0,5954.0,3985.0,mobile,45,0.14,0.07,9,6,0.76,20,18,0.77,0.67,0.72,0.51
,,,,,,,,,2101.0,54.0,917.0,439.0,mobile,23,0.32,0.12,4,4,0.22,12,149,0.81,0.27,0.55,0.98
,,,,,,,,,1413.0,30.0,354.0,460.0,web,37,0.4,0.12,22,1,0.21,22,78,0.42,0.4,0.08,0.21
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,74,0.4,0.11,23,7,0.43,11,92,0.79,0.12,0.95,0.21
,,,,,,,,,3091.0,85.0,697.0,1082.0,mobile,25,0.34,0.05,2,0,0.31,7,37,0.73,0.25,0.89,0.7
,,,,,,,,,46987.0,36.0,20471.0,6104.0,mobile,54,0.17,0.07,24,3,0.7,10,26,0.82,0.84,0.35,0.31
,,,,,,,,,25.0,0.0,4.0,16.0,mobile,41,0.42,0.09,9,3,0.73,24,31,0.61,0.44,0.25,0.17
,,,,,,,,,194.0,0.0,28.0,79.0,web,62,0.39,0.15,14,9,0.95,20,172,0.44,0.64,0.63,0.79
,,,,,,,,,6503.0,189.0,2687.0,1326.0,web,34,0.13,0.05,11,4,0.96,8,122,0.85,0.16,0.04,0.23
,,,,,,,,,872.0,2.0,264.0,257.0,mobile,41,0.29,0.14,2,3,0.73,23,156,0.77,0.18,0.5,0.75
,,,,,,,,,392.0,62.0,32.0,92.0,web,79,0.17,0.04,21,0,0.2,6,163,0.31,0.94,0.67,0.21
,,,,,,,,,219.0,0.0,6.0,99.0,web,56,0.23,0.15,2,6,0.49,8,117,0.86,0.84,0.41,0.94
,,,,,,,,,14271.0,292.0,1489.0,4619.0,mobile,71,0.11,0.1,5,9,0.61,6,69,0.87,0.79,0.97,0.3
,,,,,,,,,12007.0,515.0,1766.0,5684.0,web,61,0.26,0.07,7,1,0.6,11,53,0.51,0.33,0.72,0.75
,,,,,,,,,24.0,0.0,2.0,15.0,mobile,31,0.32,0.09,22,9,0.68,19,52,0.31,0.56,0.93,0.84
,,,,,,,,,49.0,18.0,2.0,14.0,mobile,66,0.35,0.04,4,2,0.97,21,160,0.63,0.49,0.91,0.12
,,,,,,,,,5.0,0.0,0.0,0.0,web,68,0.37,0.04,14,4,0.91,18,159,0.85,0.96,0.13,0.07
,,,,,,,,,80.0,14.0,18.0,17.0,mobile,61,0.43,0.02,2,7,0.29,15,64,0.37,0.24,0.67,0.6
,,,,,,,,,932.0,0.0,288.0,240.0,mobile,57,0.19,0.02,23,9,0.41,21,20,0.65,0.95,0.6,0.62
,,,,,,,,,4875.0,53.0,1050.0,1197.0,mobile,37,0.15,0.05,12,7,0.87,9,64,0.74,0.71,0.05,0.62
,,,,,,,,,144.0,0.0,24.0,61.0,mobile,64,0.44,0.11,10,1,0.86,18,163,0.38,0.41,0.32,0.46
,,,,,,,,,186.0,126.0,0.0,21.0,web,54,0.16,0.09,1,8,0.42,21,138,0.61,0.27,0.53,0.93
,,,,,,,,,63.0,0.0,23.0,20.0,mobile,49,0.49,0.02,19,5,0.78,24,158,0.35,0.76,0.55,0.69
,,,,,,,,,432.0,28.0,53.0,141.0,web,43,0.44,0.13,23,8,0.74,6,17,0.63,0.82,0.81,0.07
,,,,,,,,,157.0,18.0,40.0,47.0,mobile,61,0.3,0.09,16,3,0.58,11,157,0.57,0.36,0.59,0.79
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,49,0.49,0.14,15,2,0.36,8,90,0.46,0.17,0.47,0.28
,,,,,,,,,665.0,0.0,151.0,225.0,web,33,0.14,0.1,14,4,0.91,12,88,0.81,0.49,0.75,0.72
,,,,,,,,,1156.0,22.0,95.0,418.0,mobile,25,0.22,0.03,9,4,0.74,5,74,0.53,0.47,0.57,0.06
,,,,,,,,,39.0,0.0,12.0,17.0,mobile,22,0.36,0.07,21,3,0.34,14,69,0.72,0.73,0.88,0.77
,,,,,,,,,129.0,0.0,56.0,36.0,mobile,35,0.24,0.1,23,6,0.76,5,104,0.77,0.97,0.91,0.54
,,,,,,,,,8071.0,36.0,3675.0,1400.0,mobile,26,0.47,0.0,15,7,0.79,5,65,0.41,0.53,0.6,0.72
,,,,,,,,,96.0,0.0,20.0,21.0,mobile,71,0.13,0.0,7,4,0.91,8,137,0.37,0.73,0.56,0.49
,,,,,,,,,8308.0,0.0,989.0,2945.0,mobile,33,0.32,0.02,4,8,0.38,21,131,0.3,0.35,0.7,0.8
,,,,,,,,,15.0,0.0,2.0,8.0,mobile,28,0.34,0.04,21,6,0.99,9,40,0.48,0.6,0.73,0.95
,,,,,,,,,25.0,0.0,0.0,13.0,mobile,34,0.36,0.06,18,6,0.32,18,94,0.79,0.12,0.73,0.74
,,,,,,,,,19.0,0.0,4.0,10.0,mobile,40,0.2,0.07,8,7,0.68,10,96,0.76,0.81,0.62,0.74
,,,,,,,,,4579.0,0.0,1572.0,1092.0,mobile,54,0.25,0.02,12,3,0.73,11,135,0.82,0.34,0.76,0.22
,,,,,,,,,20.0,0.0,2.0,12.0,mobile,21,0.44,0.1,15,9,0.54,12,90,0.76,0.08,0.14,0.35
,,,,,,,,,303.0,0.0,55.0,164.0,web,46,0.18,0.09,15,5,0.58,22,31,0.31,0.99,0.82,0.13
,,,,,,,,,3017.0,218.0,378.0,1083.0,web,21,0.43,0.04,17,4,0.91,8,65,0.53,0.9,0.31,0.53
,,,,,,,,,243.0,0.0,41.0,84.0,mobile,54,0.33,0.0,2,0,0.72,7,95,0.3,0.2,0.89,0.45
,,,,,,,,,3592.0,48.0,810.0,1050.0,mobile,37,0.4,0.01,12,8,0.6,8,132,0.32,0.36,0.13,0.29
,,,,,,,,,112.0,0.0,26.0,31.0,mobile,33,0.39,0.06,3,1,0.3,20,120,0.59,0.94,0.0,0.07
,,,,,,,,,1171.0,22.0,115.0,403.0,mobile,39,0.18,0.02,7,5,0.21,17,17,0.52,0.8,0.02,0.93
,,,,,,,,,25.0,0.0,4.0,14.0,mobile,37,0.33,0.06,6,7,0.3,15,71,0.64,0.91,0.21,0.61
,,,,,,,,,794.0,4.0,292.0,196.0,mobile,29,0.45,0.09,14,2,0.96,15,87,0.34,0.56,0.11,0.32
,,,,,,,,,44.0,4.0,8.0,18.0,mobile,44,0.27,0.08,23,4,0.81,9,161,0.65,0.24,0.55,0.35
,,,,,,,,,8649.0,0.0,1895.0,2876.0,mobile,21,0.49,0.03,5,6,0.97,24,31,0.34,0.23,0.45,0.4
,,,,,,,,,799.0,14.0,434.0,141.0,mobile,44,0.28,0.05,4,3,0.23,5,24,0.55,0.53,0.61,0.81
,,,,,,,,,22.0,0.0,0.0,16.0,mobile,73,0.16,0.09,15,4,0.74,18,165,0.51,0.92,0.19,0.21
,,,,,,,,,51.0,0.0,0.0,18.0,web,52,0.26,0.13,7,0,0.24,24,159,0.43,0.63,0.75,0.86
,,,,,,,,,1003.0,40.0,436.0,290.0,web,55,0.48,0.11,3,3,0.83,23,40,0.49,0.03,0.61,0.31
,,,,,,,,,20.0,0.0,2.0,12.0,mobile,50,0.23,0.08,13,6,0.5,9,96,0.3,0.56,0.22,0.87
