hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform
,,,,,,,,,86.0,2.0,28.0,0.0,web
,,,,,,,,,4046.0,16.0,579.0,1343.0,mobile
,,,,,,,,,607.0,4.0,183.0,214.0,web
,,,,,,,,,321.0,0.0,76.0,106.0,mobile
,,,,,,,,,39.0,0.0,8.0,20.0,web
,,,,,,,,,833.0,0.0,205.0,266.0,mobile
,,,,,,,,,716.0,16.0,49.0,251.0,mobile
,,,,,,,,,2743.0,28.0,371.0,888.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,1321.0,59.0,157.0,520.0,web
,,,,,,,,,8132.0,132.0,6461.0,623.0,mobile
,,,,,,,,,46132.0,739.0,8587.0,14819.0,web
,,,,,,,,,464.0,2.0,20.0,209.0,mobile
,,,,,,,,,6362.0,201.0,1295.0,2391.0,web
,,,,,,,,,2668.0,0.0,739.0,907.0,web
,,,,,,,,,121.0,14.0,30.0,32.0,mobile
,,,,,,,,,1451.0,2.0,293.0,439.0,mobile
,,,,,,,,,49.0,0.0,10.0,25.0,mobile
,,,,,,,,,332.0,0.0,21.0,117.0,mobile
,,,,,,,,,95.0,0.0,38.0,24.0,mobile
,,,,,,,,,978.0,2.0,110.0,443.0,web
,,,,,,,,,9176.0,84.0,3785.0,1849.0,mobile
,,,,,,,,,223.0,0.0,6.0,95.0,mobile
,,,,,,,,,8891.0,58.0,1460.0,4199.0,web
,,,,,,,,,1793.0,34.0,184.0,570.0,mobile
,,,,,,,,,37.0,0.0,6.0,12.0,mobile
,,,,,,,,,40682.0,83.0,26791.0,5051.0,mobile
,,,,,,,,,588.0,2.0,116.0,190.0,mobile
,,,,,,,,,2479.0,12.0,265.0,831.0,mobile
,,,,,,,,,478.0,6.0,79.0,162.0,mobile
,,,,,,,,,1354.0,2.0,518.0,324.0,web
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,1029.0,708.0,104.0,88.0,mobile
,,,,,,,,,10562.0,191.0,1173.0,3978.0,web
,,,,,,,,,679.0,4.0,58.0,258.0,mobile
,,,,,,,,,2908.0,2.0,474.0,951.0,mobile
,,,,,,,,,41.0,0.0,8.0,21.0,web
,,,,,,,,,24.0,0.0,2.0,15.0,mobile
,,,,,,,,,3418.0,0.0,626.0,883.0,mobile
,,,,,,,,,181.0,0.0,54.0,57.0,web
,,,,,,,,,1025.0,41.0,112.0,390.0,web
,,,,,,,,,17543.0,64.0,5348.0,5375.0,mobile
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,3042.0,2.0,1689.0,523.0,mobile
,,,,,,,,,1016.0,26.0,278.0,265.0,web
,,,,,,,,,621.0,0.0,405.0,84.0,mobile
,,,,,,,,,2146.0,382.0,845.0,346.0,mobile
,,,,,,,,,3859.0,289.0,526.0,1247.0,web
,,,,,,,,,25.0,0.0,4.0,14.0,mobile
,,,,,,,,,18.0,0.0,4.0,9.0,mobile
,,,,,,,,,35.0,0.0,8.0,17.0,mobile
,,,,,,,,,25.0,0.0,0.0,17.0,web
,,,,,,,,,17272.0,12.0,3622.0,5897.0,web
,,,,,,,,,17859.0,392.0,4406.0,6150.0,web
,,,,,,,,,1464.0,110.0,184.0,377.0,mobile
,,,,,,,,,2438.0,32.0,513.0,803.0,mobile
,,,,,,,,,24.0,0.0,0.0,17.0,mobile
,,,,,,,,,698.0,1.0,118.0,260.0,web
,,,,,,,,,23.0,0.0,0.0,16.0,mobile
,,,,,,,,,34.0,0.0,4.0,16.0,web
,,,,,,,,,282.0,36.0,69.0,68.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,3595.0,52.0,591.0,1492.0,web
,,,,,,,,,25.0,0.0,6.0,12.0,web
,,,,,,,,,65.0,0.0,14.0,35.0,mobile
,,,,,,,,,4727.0,0.0,2111.0,1526.0,web
,,,,,,,,,1292.0,0.0,406.0,355.0,web
,,,,,,,,,1102.0,0.0,161.0,379.0,mobile
,,,,,,,,,4040.0,740.0,428.0,1223.0,web
,,,,,,,,,1876.0,65.0,457.0,554.0,mobile
,,,,,,,,,274.0,0.0,2.0,117.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,web
,,,,,,,,,19.0,0.0,0.0,13.0,mobile
,,,,,,,,,2798.0,2.0,1637.0,463.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,web
,,,,,,,,,29.0,0.0,6.0,13.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,web
,,,,,,,,,25.0,0.0,0.0,17.0,mobile
,,,,,,,,,32.0,0.0,2.0,20.0,mobile
,,,,,,,,,2942.0,0.0,815.0,1100.0,web
,,,,,,,,,538.0,0.0,33.0,233.0,web
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,366.0,0.0,26.0,151.0,web
,,,,,,,,,1935.0,54.0,505.0,548.0,mobile
,,,,,,,,,28.0,0.0,6.0,15.0,mobile
,,,,,,,,,29.0,0.0,8.0,14.0,mobile
,,,,,,,,,671.0,20.0,124.0,227.0,mobile
,,,,,,,,,2869.0,57.0,719.0,798.0,mobile
,,,,,,,,,15345.0,180.0,4168.0,4040.0,mobile
,,,,,,,,,553.0,2.0,0.0,221.0,mobile
,,,,,,,,,98.0,26.0,16.0,19.0,mobile
,,,,,,,,,1053.0,3.0,249.0,315.0,web
,,,,,,,,,46.0,0.0,2.0,24.0,mobile
,,,,,,,,,49.0,2.0,13.0,19.0,mobile
,,,,,,,,,7184.0,277.0,38.0,3063.0,web
,,,,,,,,,43.0,8.0,4.0,16.0,mobile
,,,,,,,,,2509.0,12.0,455.0,741.0,mobile
,,,,,,,,,619.0,0.0,264.0,140.0,mobile
,,,,,,,,,6211.0,122.0,887.0,2158.0,mobile
,,,,,,,,,1404.0,0.0,180.0,646.0,web
,,,,,,,,,1569.0,70.0,440.0,409.0,mobile
,,,,,,,,,1106.0,0.0,80.0,418.0,mobile
,,,,,,,,,4830.0,0.0,958.0,1650.0,mobile
,,,,,,,,,3863.0,48.0,1146.0,1059.0,mobile
,,,,,,,,,629.0,0.0,377.0,93.0,mobile
,,,,,,,,,4345.0,216.0,778.0,2028.0,mobile
,,,,,,,,,31.0,0.0,8.0,10.0,mobile
,,,,,,,,,68.0,0.0,0.0,32.0,mobile
,,,,,,,,,103.0,2.0,16.0,44.0,mobile
,,,,,,,,,68.0,0.0,4.0,24.0,mobile
,,,,,,,,,29985.0,487.0,10086.0,9414.0,mobile
,,,,,,,,,425.0,0.0,137.0,103.0,mobile
,,,,,,,,,20.0,0.0,2.0,12.0,web
,,,,,,,,,674.0,0.0,80.0,260.0,mobile
,,,,,,,,,1430.0,79.0,383.0,322.0,mobile
,,,,,,,,,2103.0,2.0,502.0,637.0,mobile
,,,,,,,,,929.0,6.0,192.0,274.0,mobile
,,,,,,,,,442.0,0.0,148.0,94.0,mobile
,,,,,,,,,73.0,6.0,16.0,25.0,mobile
,,,,,,,,,13.0,0.0,0.0,4.0,web
,,,,,,,,,35.0,0.0,4.0,21.0,mobile
,,,,,,,,,1111.0,68.0,423.0,220.0,mobile
,,,,,,,,,635.0,330.0,4.0,56.0,mobile
,,,,,,,,,100.0,0.0,0.0,49.0,mobile
,,,,,,,,,36.0,0.0,10.0,11.0,mobile
,,,,,,,,,1349.0,38.0,175.0,432.0,mobile
,,,,,,,,,49.0,0.0,12.0,24.0,mobile
,,,,,,,,,303.0,10.0,22.0,108.0,mobile
,,,,,,,,,87.0,34.0,0.0,16.0,mobile
,,,,,,,,,7918.0,191.0,1363.0,2658.0,mobile
,,,,,,,,,15.0,0.0,0.0,10.0,web
,,,,,,,,,1128.0,28.0,208.0,442.0,web
,,,,,,,,,155.0,0.0,50.0,51.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,27.0,0.0,8.0,12.0,mobile
,,,,,,,,,12.0,0.0,0.0,8.0,mobile
,,,,,,,,,256.0,0.0,26.0,98.0,mobile
,,,,,,,,,4501.0,1041.0,464.0,959.0,mobile
,,,,,,,,,42.0,0.0,0.0,27.0,web
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,650.0,0.0,154.0,208.0,mobile
,,,,,,,,,133.0,0.0,22.0,66.0,web
,,,,,,,,,1501.0,0.0,130.0,577.0,mobile
,,,,,,,,,7696.0,70.0,3231.0,1693.0,mobile
,,,,,,,,,6285.0,216.0,975.0,2039.0,mobile
,,,,,,,,,134.0,0.0,53.0,41.0,mobile
,,,,,,,,,549.0,26.0,225.0,55.0,mobile
,,,,,,,,,21.0,0.0,0.0,13.0,web
,,,,,,,,,1828.0,10.0,711.0,347.0,mobile
,,,,,,,,,6371.0,51.0,1439.0,1894.0,web
,,,,,,,,,10397.0,571.0,2466.0,2708.0,mobile
,,,,,,,,,289.0,26.0,18.0,106.0,mobile
,,,,,,,,,2204.0,2.0,84.0,861.0,mobile
,,,,,,,,,531.0,0.0,82.0,190.0,mobile
,,,,,,,,,812.0,6.0,235.0,231.0,mobile
,,,,,,,,,384.0,2.0,40.0,120.0,mobile
,,,,,,,,,34.0,0.0,4.0,15.0,mobile
,,,,,,,,,28.0,0.0,8.0,12.0,web
,,,,,,,,,3020.0,1.0,399.0,1215.0,mobile
,,,,,,,,,16260.0,18.0,3064.0,4501.0,mobile
,,,,,,,,,5973.0,1081.0,687.0,1491.0,web
,,,,,,,,,6994.0,5.0,526.0,2666.0,web
,,,,,,,,,209.0,0.0,14.0,83.0,mobile
,,,,,,,,,26.0,0.0,8.0,12.0,mobile
,,,,,,,,,502.0,0.0,181.0,123.0,mobile
,,,,,,,,,539.0,54.0,96.0,145.0,web
,,,,,,,,,1558.0,46.0,984.0,215.0,mobile
,,,,,,,,,574.0,4.0,134.0,180.0,mobile
,,,,,,,,,245.0,2.0,16.0,100.0,mobile
,,,,,,,,,1204.0,2.0,236.0,406.0,mobile
,,,,,,,,,380.0,275.0,4.0,11.0,web
,,,,,,,,,11677.0,312.0,5531.0,2132.0,mobile
,,,,,,,,,10741.0,343.0,1978.0,3271.0,mobile
,,,,,,,,,2214.0,12.0,750.0,582.0,mobile
,,,,,,,,,19319.0,575.0,12925.0,1981.0,mobile
,,,,,,,,,16820.0,146.0,11515.0,1936.0,mobile
,,,,,,,,,1413.0,38.0,228.0,585.0,web
,,,,,,,,,10829.0,242.0,6132.0,1790.0,mobile
,,,,,,,,,3722.0,675.0,157.0,842.0,web
,,,,,,,,,4542.0,856.0,322.0,1730.0,web
,,,,,,,,,11605.0,8.0,752.0,5067.0,web
,,,,,,,,,175.0,0.0,35.0,58.0,mobile
,,,,,,,,,344.0,0.0,160.0,94.0,web
,,,,,,,,,208.0,0.0,27.0,65.0,mobile
,,,,,,,,,2357.0,60.0,0.0,1043.0,web
,,,,,,,,,14464.0,70.0,2139.0,5148.0,mobile
,,,,,,,,,5824.0,305.0,3540.0,720.0,mobile
,,,,,,,,,375.0,0.0,56.0,162.0,mobile
,,,,,,,,,32.0,0.0,0.0,18.0,mobile
,,,,,,,,,52.0,2.0,0.0,31.0,web
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,4602.0,441.0,1385.0,1365.0,web
,,,,,,,,,74.0,0.0,2.0,35.0,web
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,29.0,0.0,0.0,18.0,web
,,,,,,,,,468.0,16.0,18.0,161.0,web
,,,,,,,,,83.0,6.0,14.0,28.0,mobile
,,,,,,,,,39.0,0.0,6.0,22.0,web
,,,,,,,,,3743.0,10.0,1254.0,924.0,web
,,,,,,,,,25.0,0.0,6.0,13.0,web
,,,,,,,,,1286.0,0.0,141.0,489.0,mobile
,,,,,,,,,1501.0,6.0,543.0,377.0,mobile
,,,,,,,,,1273.0,20.0,324.0,373.0,mobile
,,,,,,,,,558.0,0.0,131.0,148.0,mobile
,,,,,,,,,31554.0,797.0,4127.0,10001.0,mobile
,,,,,,,,,32.0,0.0,8.0,15.0,mobile
,,,,,,,,,352.0,0.0,22.0,137.0,mobile
,,,,,,,,,5750.0,370.0,1978.0,1439.0,mobile
,,,,,,,,,335.0,0.0,58.0,111.0,mobile
,,,,,,,,,1096.0,26.0,118.0,447.0,web
,,,,,,,,,37.0,0.0,8.0,19.0,web
,,,,,,,,,107.0,0.0,0.0,53.0,mobile
,,,,,,,,,352.0,8.0,94.0,111.0,web
,,,,,,,,,34.0,0.0,0.0,20.0,mobile
,,,,,,,,,27544.0,485.0,5840.0,10643.0,web
,,,,,,,,,30.0,0.0,2.0,18.0,web
,,,,,,,,,4545.0,2.0,2044.0,1026.0,mobile
,,,,,,,,,7712.0,52.0,1053.0,2883.0,mobile
,,,,,,,,,77.0,0.0,4.0,35.0,mobile
,,,,,,,,,128.0,6.0,28.0,47.0,mobile
,,,,,,,,,31.0,0.0,0.0,21.0,mobile
,,,,,,,,,105.0,0.0,12.0,32.0,mobile
,,,,,,,,,55550.0,203.0,10341.0,23557.0,web
,,,,,,,,,39.0,0.0,4.0,23.0,mobile
,,,,,,,,,13698.0,66.0,2574.0,5017.0,mobile
,,,,,,,,,5938.0,0.0,3890.0,843.0,mobile
,,,,,,,,,795.0,14.0,284.0,213.0,mobile
,,,,,,,,,725.0,602.0,14.0,18.0,mobile
,,,,,,,,,337.0,3.0,98.0,100.0,web
,,,,,,,,,1653.0,26.0,462.0,571.0,web
,,,,,,,,,324.0,0.0,78.0,104.0,web
,,,,,,,,,4169.0,127.0,1312.0,1016.0,mobile
,,,,,,,,,919.0,50.0,4.0,382.0,web
,,,,,,,,,21.0,0.0,4.0,12.0,mobile
,,,,,,,,,141.0,28.0,10.0,49.0,mobile
,,,,,,,,,92.0,0.0,6.0,44.0,mobile
,,,,,,,,,24.0,0.0,6.0,12.0,web
,,,,,,,,,3057.0,166.0,711.0,803.0,mobile
,,,,,,,,,333.0,0.0,69.0,103.0,web
,,,,,,,,,14785.0,132.0,2216.0,4721.0,mobile
,,,,,,,,,161.0,0.0,4.0,68.0,mobile
,,,,,,,,,423.0,0.0,30.0,154.0,mobile
,,,,,,,,,29.0,0.0,2.0,18.0,mobile
,,,,,,,,,11742.0,833.0,2074.0,3935.0,web
,,,,,,,,,39.0,0.0,6.0,20.0,web
,,,,,,,,,30.0,0.0,2.0,19.0,mobile
,,,,,,,,,684.0,0.0,346.0,130.0,mobile
,,,,,,,,,362.0,0.0,67.0,120.0,mobile
,,,,,,,,,25.0,0.0,6.0,13.0,mobile
,,,,,,,,,387.0,2.0,209.0,57.0,mobile
,,,,,,,,,1955.0,6.0,659.0,464.0,web
,,,,,,,,,66.0,0.0,18.0,27.0,mobile
,,,,,,,,,72.0,0.0,8.0,33.0,mobile
,,,,,,,,,9.0,0.0,2.0,5.0,mobile
,,,,,,,,,1357.0,4.0,221.0,421.0,mobile
,,,,,,,,,30196.0,207.0,8841.0,10663.0,web
,,,,,,,,,96.0,0.0,40.0,20.0,web
,,,,,,,,,3261.0,66.0,510.0,1077.0,mobile
,,,,,,,,,8128.0,354.0,5646.0,761.0,mobile
,,,,,,,,,21.0,0.0,2.0,13.0,mobile
,,,,,,,,,126.0,38.0,10.0,32.0,mobile
,,,,,,,,,83.0,0.0,20.0,36.0,mobile
,,,,,,,,,1399.0,0.0,281.0,398.0,mobile
,,,,,,,,,2588.0,14.0,546.0,651.0,mobile
,,,,,,,,,764.0,0.0,188.0,259.0,mobile
,,,,,,,,,28.0,0.0,4.0,16.0,mobile
,,,,,,,,,888.0,0.0,6.0,363.0,mobile
,,,,,,,,,25.0,0.0,8.0,12.0,mobile
,,,,,,,,,76.0,6.0,0.0,34.0,mobile
,,,,,,,,,2856.0,26.0,178.0,1042.0,web
,,,,,,,,,24687.0,0.0,3738.0,12956.0,mobile
,,,,,,,,,2956.0,307.0,834.0,718.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,508.0,0.0,86.0,162.0,web
,,,,,,,,,1353.0,24.0,205.0,439.0,mobile
,,,,,,,,,716.0,12.0,18.0,277.0,mobile
,,,,,,,,,894.0,64.0,140.0,254.0,web
,,,,,,,,,265.0,52.0,77.0,35.0,mobile
,,,,,,,,,4440.0,4.0,609.0,1367.0,web
,,,,,,,,,2805.0,139.0,54.0,953.0,mobile
,,,,,,,,,117.0,0.0,28.0,41.0,mobile
,,,,,,,,,22252.0,190.0,11684.0,3953.0,mobile
,,,,,,,,,2301.0,76.0,565.0,590.0,mobile
,,,,,,,,,7317.0,746.0,1809.0,1902.0,mobile
,,,,,,,,,38.0,0.0,2.0,24.0,web
,,,,,,,,,6.0,0.0,0.0,4.0,web
,,,,,,,,,9178.0,215.0,1033.0,3141.0,web
,,,,,,,,,3690.0,46.0,1079.0,1073.0,mobile
,,,,,,,,,13259.0,1075.0,3584.0,2966.0,web
,,,,,,,,,30.0,0.0,2.0,14.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,web
,,,,,,,,,61.0,0.0,18.0,23.0,mobile
,,,,,,,,,3998.0,35.0,2296.0,693.0,mobile
,,,,,,,,,5114.0,15.0,318.0,2260.0,web
,,,,,,,,,112.0,0.0,0.0,45.0,mobile
,,,,,,,,,552.0,162.0,110.0,100.0,mobile
,,,,,,,,,7942.0,600.0,1663.0,2263.0,mobile
,,,,,,,,,2584.0,0.0,483.0,728.0,mobile
,,,,,,,,,30.0,0.0,2.0,18.0,mobile
,,,,,,,,,148.0,58.0,22.0,18.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,11.0,0.0,2.0,6.0,web
,,,,,,,,,49.0,0.0,4.0,30.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,2195.0,8.0,568.0,805.0,web
,,,,,,,,,169.0,0.0,28.0,70.0,web
,,,,,,,,,488.0,0.0,46.0,182.0,mobile
,,,,,,,,,2863.0,62.0,1907.0,454.0,web
,,,,,,,,,15.0,0.0,8.0,0.0,mobile
,,,,,,,,,33.0,0.0,2.0,21.0,mobile
,,,,,,,,,150.0,0.0,30.0,49.0,mobile
,,,,,,,,,1411.0,6.0,34.0,554.0,mobile
,,,,,,,,,34.0,2.0,6.0,14.0,mobile
,,,,,,,,,9522.0,504.0,2681.0,2395.0,mobile
,,,,,,,,,4448.0,48.0,485.0,1786.0,mobile
,,,,,,,,,3415.0,12.0,563.0,1307.0,web
,,,,,,,,,101.0,0.0,0.0,48.0,web
,,,,,,,,,30.0,0.0,8.0,13.0,web
,,,,,,,,,378.0,0.0,0.0,199.0,web
,,,,,,,,,65.0,42.0,4.0,4.0,web
,,,,,,,,,2383.0,62.0,227.0,723.0,mobile
,,,,,,,,,994.0,24.0,117.0,334.0,mobile
,,,,,,,,,402.0,0.0,54.0,134.0,mobile
,,,,,,,,,351.0,0.0,0.0,122.0,web
,,,,,,,,,10.0,0.0,0.0,2.0,web
,,,,,,,,,728.0,22.0,162.0,210.0,mobile
,,,,,,,,,744.0,0.0,34.0,328.0,web
,,,,,,,,,77.0,0.0,28.0,28.0,mobile
,,,,,,,,,5715.0,2.0,2145.0,2186.0,mobile
,,,,,,,,,3950.0,30.0,253.0,1548.0,mobile
,,,,,,,,,1682.0,102.0,230.0,603.0,web
,,,,,,,,,76.0,0.0,0.0,44.0,web
,,,,,,,,,313.0,0.0,54.0,121.0,web
,,,,,,,,,21.0,0.0,0.0,14.0,mobile
,,,,,,,,,35.0,0.0,4.0,21.0,mobile
,,,,,,,,,21.0,0.0,0.0,12.0,web
,,,,,,,,,104.0,2.0,16.0,42.0,mobile
,,,,,,,,,38.0,22.0,4.0,4.0,web
,,,,,,,,,23.0,0.0,4.0,13.0,mobile
,,,,,,,,,11183.0,210.0,2043.0,3290.0,web
,,,,,,,,,2393.0,69.0,440.0,680.0,web
,,,,,,,,,2132.0,38.0,486.0,796.0,mobile
,,,,,,,,,31.0,0.0,4.0,17.0,mobile
,,,,,,,,,2569.0,143.0,1109.0,464.0,mobile
,,,,,,,,,372.0,0.0,75.0,99.0,mobile
,,,,,,,,,4132.0,143.0,538.0,1259.0,mobile
,,,,,,,,,815.0,0.0,173.0,317.0,web
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,269.0,2.0,17.0,101.0,mobile
,,,,,,,,,32.0,0.0,2.0,20.0,web
,,,,,,,,,3556.0,30.0,893.0,600.0,mobile
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,3066.0,174.0,1741.0,403.0,mobile
,,,,,,,,,10486.0,0.0,4793.0,2397.0,mobile
,,,,,,,,,6131.0,2.0,1782.0,2653.0,web
,,,,,,,,,625.0,135.0,190.0,111.0,web
,,,,,,,,,29.0,0.0,10.0,13.0,web
,,,,,,,,,385.0,82.0,54.0,95.0,web
,,,,,,,,,3881.0,0.0,274.0,1332.0,mobile
,,,,,,,,,1016.0,24.0,6.0,378.0,mobile
,,,,,,,,,6249.0,14.0,1854.0,1997.0,mobile
,,,,,,,,,21.0,0.0,2.0,13.0,mobile
,,,,,,,,,2158.0,48.0,318.0,826.0,mobile
,,,,,,,,,839.0,18.0,368.0,159.0,mobile
,,,,,,,,,108.0,0.0,0.0,41.0,web
,,,,,,,,,6168.0,608.0,1371.0,1727.0,web
,,,,,,,,,13094.0,442.0,5160.0,3331.0,web
,,,,,,,,,4116.0,175.0,666.0,1564.0,web
,,,,,,,,,2622.0,4.0,308.0,1015.0,web
,,,,,,,,,5581.0,161.0,1588.0,1531.0,web
,,,,,,,,,1734.0,8.0,114.0,673.0,web
,,,,,,,,,58020.0,273.0,21981.0,16248.0,web
,,,,,,,,,22.0,0.0,0.0,16.0,web
,,,,,,,,,30.0,0.0,0.0,20.0,mobile
,,,,,,,,,21830.0,797.0,3542.0,6249.0,mobile
,,,,,,,,,5495.0,177.0,1710.0,1563.0,web
,,,,,,,,,24.0,0.0,2.0,14.0,mobile
,,,,,,,,,3714.0,14.0,312.0,1307.0,web
,,,,,,,,,1015.0,2.0,284.0,360.0,web
,,,,,,,,,38.0,0.0,2.0,26.0,web
,,,,,,,,,3546.0,92.0,1583.0,535.0,mobile
,,,,,,,,,22.0,0.0,2.0,14.0,mobile
,,,,,,,,,165.0,0.0,26.0,67.0,mobile
,,,,,,,,,40321.0,1361.0,4651.0,12669.0,web
,,,,,,,,,2856.0,404.0,1916.0,146.0,mobile
,,,,,,,,,3245.0,21.0,243.0,1197.0,mobile
,,,,,,,,,291.0,0.0,2.0,191.0,web
,,,,,,,,,27.0,0.0,4.0,13.0,mobile
,,,,,,,,,11774.0,572.0,1164.0,4484.0,web
,,,,,,,,,6097.0,4.0,492.0,2312.0,mobile
,,,,,,,,,2044.0,47.0,138.0,648.0,web
,,,,,,,,,30.0,0.0,0.0,20.0,web
,,,,,,,,,48.0,0.0,0.0,25.0,web
,,,,,,,,,1296.0,68.0,235.0,387.0,mobile
,,,,,,,,,1047.0,0.0,252.0,374.0,web
,,,,,,,,,528.0,22.0,218.0,140.0,web
,,,,,,,,,281.0,0.0,32.0,144.0,web
,,,,,,,,,35.0,0.0,4.0,21.0,web
,,,,,,,,,1408.0,8.0,366.0,411.0,mobile
,,,,,,,,,264.0,24.0,38.0,67.0,mobile
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,34.0,0.0,4.0,20.0,web
,,,,,,,,,423.0,2.0,151.0,101.0,mobile
,,,,,,,,,165.0,119.0,2.0,4.0,web
,,,,,,,,,3038.0,0.0,1292.0,620.0,mobile
,,,,,,,,,203.0,2.0,14.0,75.0,mobile
,,,,,,,,,6054.0,146.0,2488.0,1477.0,mobile
,,,,,,,,,6.0,0.0,0.0,4.0,web
,,,,,,,,,353.0,0.0,99.0,106.0,mobile
,,,,,,,,,128.0,0.0,14.0,51.0,mobile
,,,,,,,,,3831.0,76.0,1372.0,1008.0,mobile
,,,,,,,,,2475.0,461.0,280.0,595.0,mobile
,,,,,,,,,824.0,13.0,194.0,279.0,web
,,,,,,,,,3598.0,0.0,282.0,1348.0,mobile
,,,,,,,,,763.0,0.0,247.0,235.0,mobile
,,,,,,,,,23.0,0.0,4.0,13.0,web
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,27069.0,71.0,7034.0,8693.0,web
,,,,,,,,,1290.0,0.0,124.0,491.0,mobile
,,,,,,,,,732.0,6.0,54.0,242.0,mobile
,,,,,,,,,3648.0,51.0,455.0,1243.0,mobile
,,,,,,,,,7391.0,1607.0,1701.0,1551.0,web
,,,,,,,,,24.0,0.0,0.0,16.0,mobile
,,,,,,,,,476.0,20.0,47.0,153.0,mobile
,,,,,,,,,672.0,0.0,260.0,165.0,mobile
,,,,,,,,,2742.0,137.0,633.0,777.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,1503.0,2.0,0.0,891.0,web
,,,,,,,,,24.0,0.0,6.0,11.0,web
,,,,,,,,,397.0,2.0,92.0,161.0,mobile
,,,,,,,,,4540.0,139.0,173.0,2089.0,mobile
,,,,,,,,,460.0,2.0,170.0,116.0,mobile
,,,,,,,,,1107.0,0.0,272.0,370.0,mobile
,,,,,,,,,24712.0,161.0,4521.0,9211.0,web
,,,,,,,,,85.0,0.0,2.0,43.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,748.0,32.0,58.0,230.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,web
,,,,,,,,,1643.0,0.0,1089.0,141.0,web
,,,,,,,,,26.0,0.0,6.0,13.0,mobile
,,,,,,,,,12150.0,305.0,5067.0,2497.0,mobile
,,,,,,,,,1126.0,4.0,526.0,255.0,mobile
,,,,,,,,,18.0,0.0,3.0,7.0,web
,,,,,,,,,478.0,14.0,178.0,116.0,mobile
,,,,,,,,,34.0,0.0,16.0,12.0,web
,,,,,,,,,71.0,0.0,18.0,28.0,mobile
,,,,,,,,,4043.0,360.0,608.0,1298.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,8042.0,476.0,1053.0,2615.0,web
,,,,,,,,,12.0,0.0,0.0,9.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,27.0,0.0,4.0,16.0,web
,,,,,,,,,304.0,0.0,81.0,95.0,mobile
,,,,,,,,,80.0,0.0,6.0,39.0,mobile
,,,,,,,,,6299.0,261.0,4166.0,684.0,mobile
,,,,,,,,,6960.0,608.0,1893.0,1760.0,mobile
,,,,,,,,,1851.0,18.0,2.0,732.0,mobile
,,,,,,,,,61.0,0.0,2.0,38.0,mobile
,,,,,,,,,47.0,0.0,16.0,18.0,mobile
,,,,,,,,,31.0,0.0,6.0,16.0,mobile
,,,,,,,,,447.0,0.0,52.0,159.0,web
,,,,,,,,,6097.0,212.0,635.0,2481.0,web
,,,,,,,,,40.0,0.0,0.0,21.0,web
,,,,,,,,,28.0,0.0,4.0,16.0,mobile
,,,,,,,,,24.0,0.0,6.0,12.0,web
,,,,,,,,,23531.0,381.0,10641.0,3545.0,mobile
,,,,,,,,,972.0,30.0,191.0,287.0,mobile
,,,,,,,,,7408.0,68.0,1264.0,2416.0,mobile
,,,,,,,,,9456.0,804.0,1118.0,2959.0,mobile
,,,,,,,,,11327.0,179.0,1598.0,3948.0,mobile
,,,,,,,,,6.0,0.0,0.0,4.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,45.0,40.0,0.0,0.0,web
,,,,,,,,,46.0,14.0,4.0,14.0,mobile
,,,,,,,,,131.0,46.0,6.0,35.0,web
,,,,,,,,,1294.0,52.0,190.0,554.0,web
,,,,,,,,,27.0,0.0,0.0,18.0,mobile
,,,,,,,,,449.0,0.0,179.0,130.0,mobile
